id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46371937,Cozy Basement Apartment - Great Location!,87355152,Dario,,Humboldt Park,41.91283,-87.70497,Entire home/apt,53,2,53,2/18/24,2.68,4,4,26,R21000073639
46379688,Modern One Bedroom Condo next to Loyola University,47567772,Katie,,Rogers Park,42.00162,-87.66047,Private room,230,32,5,7/29/22,0.14,6,363,0,City registration pending
46393717,"""EL Jefe"" Chicago walk to the blue line station!",73342125,Graziela,,Portage Park,41.96718,-87.76845,Entire home/apt,75,32,3,11/30/21,0.08,1,83,0,R20000059756
46401985,Spacious One Bedroom in Old Town/ Gold Coast (New),349884375,Sena,,Near North Side,41.90276,-87.633,Entire home/apt,95,32,14,2/29/24,0.36,5,365,4,
46412765,IMPECCABLE 5-BED WRIGLEYVILLE BEAUTY,19645168,Brandon,,Lake View,41.94776,-87.66044,Entire home/apt,463,2,165,3/15/24,4.56,15,121,42,R21000075434
46414655,Great Location! Next to Wrigley & Transit - Cubs!,375544374,Kum Hee,,Lake View,41.94714,-87.653389,Entire home/apt,180,1,91,3/2/24,2.24,2,312,16,R21000076109
46431345,"Casa Xolo - Sunny Apt w/ Garden, near train & park",25803275,Mercedes,,East Garfield Park,41.88645,-87.71073,Entire home/apt,160,32,67,10/15/23,1.66,1,89,10,R22000095283
46467879,Hip Lakeview Loft,4499538,Brett,,Lake View,41.93868,-87.65362,Entire home/apt,122,32,7,10/4/23,0.21,1,121,2,
46469381,"Private room close to DT, IIT, free parking",40832200,Michael,,Douglas,41.83347,-87.61779,Private room,51,2,58,2/26/24,1.46,7,266,23,R19000043783
46491381,Kasa | 1BD w/ Den by Museum Campus | South Loop,88566861,Kasa,,Loop,41.87077,-87.62993,Entire home/apt,174,2,171,3/10/24,4.22,17,272,33,2653280
46491392,"Kasa | 1BD, Walk to Grant Park | South Loop",88566861,Kasa,,Loop,41.8695,-87.63214,Entire home/apt,171,2,190,3/16/24,4.78,17,293,45,2653280
46491411,Kasa | 2BD Near McCormick Place | South Loop,88566861,Kasa,,Loop,41.8711,-87.63057,Entire home/apt,191,2,382,3/21/24,9.43,17,264,99,2653280
46491425,Kasa | Family 3BD with Gym Access | South Loop,88566861,Kasa,,Loop,41.87127,-87.63172,Entire home/apt,221,2,212,3/17/24,5.25,17,249,80,2653280
46491432,Kasa | Studio Near Museum Campus | South Loop,88566861,Kasa,,Loop,41.86943,-87.62987,Entire home/apt,167,2,101,1/31/24,2.49,17,292,29,2653280
46491438,"Kasa | Studio, Walk to Grant Park | South Loop",88566861,Kasa,,Loop,41.8712,-87.63032,Entire home/apt,162,2,237,3/19/24,5.84,17,291,65,2653280
46505441,"Blueground | Lincoln Park, nr L & clark st dining",107434423,Blueground,,Lincoln Park,41.9304689,-87.6467995,Entire home/apt,,32,1,1/9/21,0.03,555,9,0,32+days Listing
46510058,Charming Gold Coast One-Bedroom Near Downtown!,31173169,Sam,,Near North Side,41.90369,-87.62778,Entire home/apt,94,1,134,3/18/24,3.63,1,185,51,R21000073420
